Image,Ratings,Price,Description
"[[[254 254 254]
  [253 253 253]
  [254 254 254]
  ...
  [249 253 253]
  [250 252 252]
  [255 255 255]]

 [[152 152 152]
  [ 83  83  83]
  [ 94  94  94]
  ...
  [ 99 104 104]
  [ 94  97  97]
  [151 151 151]]

 [[ 59  59  59]
  [ 37  37  37]
  [ 58  58  58]
  ...
  [111 115 114]
  [103 105 105]
  [ 94  94  94]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.6,"$199
99","27"" IPS(1920 x 1080 full HD)
165Hz refresh rate - Display without after image.
1ms response time helps eliminate screen tearing and choppy frame rates
Wide view angle - 178° visible.
Adaptive sync - keep screen tearing away from your monitor."
"[[[222 224 222]
  [128 125 126]
  [119 115 118]
  ...
  [133 136 135]
  [154 154 154]
  [240 240 240]]

 [[ 99 100  95]
  [ 88  87  85]
  [101  98  99]
  ...
  [ 13  13  10]
  [  7   7   6]
  [130 130 130]]

 [[ 82  79  77]
  [134 134 132]
  [135 135 133]
  ...
  [ 34  33  31]
  [ 22  22  22]
  [ 85  85  85]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",3.5,"$596
99","31.5-inch UHD 4K (3840x2160)resolution displays breathtaking clarity and fine detail with four times the resolution of Full HD.
The 31.5-inch LG UHD Monitor HDR10 provides a more lifelike picture.
AMD FreeSync premium technology reduces the tearing and stuttering.
High refresh rate, 144Hz from HDMI 2.1, enables an immersive gaming experience for console gamers.
USB Type-C with 65W Power Delivery offers more powerful scalability and convenience."
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",3.9,"$109
99","Portable Display: In meetings, in the classroom and anywhere in between, Acer’s PM Series portable monitor is the go-to choice for people on the move!
15.6"" Full HD (1920 x 1080) Widescreen IPS Display
Ultra Slim Portable Design
Response Time: 5ms (G to G)
Ports: 2 x USB 3.1 (Type-C) ports (Gen 1 up to 5 Gbps) supporting data, power (15W) and DisplayPort over USB-C, 1 x Mini HDMI, 1 x Micro USB and 1 x Audio Out (USB Type-C, Mini HDMI & Micro USB Cable Included)"
"[[[198 199 201]
  [119 120 124]
  [131 132 136]
  ...
  [123 122 127]
  [130 129 134]
  [232 231 233]]

 [[ 99  99 108]
  [ 67  68  76]
  [ 79  79  88]
  ...
  [ 68  66  75]
  [ 49  47  54]
  [138 137 142]]

 [[105 104 118]
  [ 86  85  98]
  [ 86  85  98]
  ...
  [ 79  77  89]
  [ 71  70  77]
  [122 121 126]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",3.6,"$2,796
99","32” UHD (3840 x 2160) OLED Display
Adobe RBG 99% / DCI-P3 99%, True 10bit Color
VESA Display HDR 400 True Black
1M:1 Contrast Ratio
USB-C with 90W Power Delivery
1ms Response Time
Tilt/Height/Pivot Adjustable Stand"
"[[[253 251 250]
  [255 255 255]
  [254 253 252]
  ...
  [254 254 255]
  [255 255 255]
  [255 255 253]]

 [[255 255 255]
  [210 208 207]
  [ 98  95  94]
  ...
  [140 139 140]
  [196 195 194]
  [255 255 255]]

 [[234 233 232]
  [ 74  70  69]
  [ 47  43  42]
  ...
  [ 47  45  47]
  [ 70  68  67]
  [208 207 205]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.2,"$66
97","75Hz Refresh Rate: With 75Hz refresh rate, images change faster and smoother than the standard, reducing screen tearing
Built in Speakers: Perfectly suited to work & gaming settings, built-in speakers deliver robust & smooth audio while saving space on your desk.
HDMI and VGA: The HDMI, and VGA ports accelerate refresh rate up to 75Hz, providing the visual edge you need to defeat the competition during all of your gaming exploits.
Adaptive Sync: Adaptive Sync is a technology that closes the gap between the graphics card's and the monitor's refresh rates, eliminating image tearing and stuttering in the process.
Security Lock: The Security Lock securely fastens your monitor in place, effectively preventing damage or theft."
"[[[188 190 184]
  [ 84  85  81]
  [ 85  85  83]
  ...
  [ 71  70  71]
  [ 68  69  70]
  [171 172 173]]

 [[ 83  85  80]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [ 65  66  68]]

 [[ 84  84  81]
  [  0   0   0]
  [  2   3   4]
  ...
  [  3   7  12]
  [  0   0   0]
  [ 63  63  65]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [197 195 196]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [221 219 220]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [254 253 254]
  [255 255 255]
  [255 255 255]]]",4.4,"$449
99","24.5-inch Full HD (1920 x 1080) Fast IPS panel and the world’s first 360Hz gaming monitor
ASUS Fast IPS technology enables a 1 ms response time (GTG) for sharp gaming visuals with high frame rates.
NVIDIA G-SYNC processor provides smooth, tear-free gaming at refresh rates up to 360Hz
An intelligent cooling system featuring a custom heatsink to provide more surface area for heat exchange, ensuring efficient cooling during marathon gaming sessions
HDR10 compatible to enhance bright and dark areas, delivering a lifelike gaming experience
ASUS Eye Care technology with TUV Rheinland Certification for Flicker-free and Low Blue Light technology to minimize eye fatigue and an ergonomic stand featuring tilt, swivel, pivot and height adjustments to ensure a comfortable viewing experience
Robust connectivity with HDMI (v2.0), DisplayPort (1.4) and USB ports
What’s in the box: DisplayPort cable, HDMI cable, USB cable, power adapter, power cord, quick start guide, warranty card, input/output port cover, color calibration report, ROG Welcome card with envelope, ROG sticker"
"[[[219 224 233]
  [143 145 153]
  [129 120 122]
  ...
  [157 141 139]
  [153 150 150]
  [206 218 218]]

 [[167 164 177]
  [ 28  16  14]
  [ 39   7   0]
  ...
  [ 38  16  14]
  [ 34  25  25]
  [139 149 150]]

 [[173 164 166]
  [ 62  30  18]
  [146  81  60]
  ...
  [ 40   2   2]
  [ 24   4   6]
  [133 134 137]]

 ...

 [[255 255 255]
  [255 255 255]
  [254 254 254]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.3,"$96
18","SHARE THE PANORAMIC VIEW : The 23.8 inch monitor adopts a new generation of VA screen, covering 99% of the SRGB color gamut and 8bit gray level over 16.7M color numbers. Thus the business monitor can 100% restore true colors and present vivid details. Besides, the 178° wide viewing angle of this VA monitor allows you to enjoy a clear, sharp, and delicate images at any angle.
EXTREMELY VIEWING COMFORT: Find your best viewing position and stay comfortable by tilting the screen up to 5 degrees forward or 15 degrees backward. Flicker-Free technology, Blue Light Filter, you can enjoy ultra-smooth gameplay or working for all-day without any eyes uncomfort.
ULTRA SLIM DESIGN: The KOORUI 23.8 inch Business Computer Monitor adopts edgeless design to make the picture more complete when multiple monitors connect. A great choice of business display for desktop, or laptop at home.
MULTIPLE PORTS: KOORUI monitors provide video interfaces via HDMI and VGA ports. This HDMI monitor is with 60Hz refresh rate (compatible with most normal graphics cards) and FHD 1920x1080p resolution. You can connect the edge-less monitor to Xbox, PC and laptops etc, transmitting high-quality images, any switch between office and entertainment.
RELIABLE MONITOR: KOORUI owns super strength from monitor quality to premium service, making you assured. With a 3-year warranty, a 12-month replacement service and calling technical support. If you find any damage, malfunction or missing accessories, please feel free to contact us."
"[[[166 166 166]
  [119 119 119]
  [128 128 128]
  ...
  [123 128 124]
  [137 139 136]
  [222 223 223]]

 [[ 13  13  13]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [113 117 115]]

 [[  3   3   3]
  [  1   1   1]
  [  0   0   0]
  ...
  [ 45   8  13]
  [ 12   0   0]
  [ 83  85  83]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.6,"$119
99","GREAT FOR HOME AND OFFICE: An ideal all-around 24 inch display for offices or remote work
SEE THE DIFFERENCE: Razor-sharp clarity and detail with Full HD (1920x1080p) resolution
LESS CABLE CLUTTER: In addition to fast data, audio and video transfer, USB Type-C also provides 15W charging over a single cable
NO IMAGE TEARING: AMD FreeSync technology enables smooth frame rates to aid you in battle
AMAZING AT ANY ANGLE: A slim bezel panel ensures stunning views no matter your vantage point
ENHANCED VIEWING COMFORT: Flicker-Free technology and Blue Light Filter for all-day comfort
FLEXIBLE CONNECTIVITY: The VA2447-MHU supports a variety of HD devices including gaming consoles, Blu-ray, laptops, PCs and digital cameras with HDMI and VGA inputs
INCLUDED IN THE BOX: LCD Monitor, Power Cable, HDMI Cable, and a Quick Start Guide"
"[[[227 229 236]
  [206 205 219]
  [208 205 216]
  ...
  [244 245 245]
  [239 240 240]
  [244 245 245]]

 [[114 115 128]
  [ 44  43  53]
  [ 30  27  34]
  ...
  [ 93  93  96]
  [105 103 105]
  [187 183 185]]

 [[110 110 118]
  [ 11  10  16]
  [  0   0   0]
  ...
  [ 17  16  24]
  [ 35  26  33]
  [155 141 149]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.4,,"Built-in Speakers: Perfectly suited to work & gaming settings, built-in speakers deliver robust & smooth audio while saving space on your desk.
99% sRGB Color Gamut: With 99% sRGB, this monitor offers a wider color gamut than most conventional monitors, giving deeper colors and defining features.
IPS Panel: The IPS (In-Plane Switching) panel cannot be beat when it comes to consistently delivering top color performance & sharp visibility from multiple viewing angles.
up to 75Hz Refresh Rate: With 75Hz refresh rate, images change faster and smoother than the standard, reducing screen tearing
Multiple Ports: Two HDMI ports and one DisplayPort provide up to 75HZ refresh rate, refining picture clarity in all action-packed gaming sequences and graphic design projects. Audio In and a Headphone Jack provide diverse audio options.
Edgeless Design: Edgeless Design completely immerses you in all the captivating action and wondrous scenery that 1440P resolution and 75Hz refresh rate have to offer.
Blue Light Shift: Reduce your monitors blue light to protect you from eye fatigue, irritation and strains. This enables you to work on your documents, watch movies, or play games more comfortably for extended periods.
FPS-RTS Game Modes: FPS and RTS are Sceptre's custom set display settings built for an enhanced gaming experience. FPS (First Person Shooter), RTS (Real-Time Strategy)."
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 87  87  87]
  [180 180 180]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [  5   5   5]
  [ 46  46  46]
  [181 181 181]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 17  17  17]
  [ 53  53  53]
  [112 112 112]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.6,"$379
00","32-inch QHD (2560x1440) gaming monitor with ultrafast 170Hz refresh rate designed for professional gamers and immersive gameplay
ASUS Extreme Low Motion Blur Sync (ELMB SYNC) technology enables ELMB together with G-SYNC Compatible, eliminating ghosting and tearing for sharp gaming visuals with high frame rates
Freesync Premium technology, delivering a seamless, tear-free gaming experience by enabling VRR (variable refresh rate) by default
High Dynamic Range (HDR) technology with professional color gamut delivers contrast and color performance that meets the DisplayHDR 400 certification
Supports both Adaptive-Sync with NVIDIA GeForce graphics cards and FreeSync with AMD Radeon graphics cards Compatible with NVIDIA GeForce GTX 10 series, GTX 16 series, RTX 20 series and newer graphics cards
Free 3-month Adobe Creative Cloud Subscription: Receive complimentary access with the purchase of this product (offer valid from 9/15/2021 to 8/31/2023)"
"[[[232 232 232]
  [121 121 121]
  [104 104 104]
  ...
  [117 118 118]
  [122 122 123]
  [218 218 218]]

 [[159 159 159]
  [  1   1   1]
  [  3   3   3]
  ...
  [ 11  12  14]
  [  7   7   7]
  [122 122 122]]

 [[151 151 151]
  [  8   8   8]
  [  1   1   1]
  ...
  [  1   3   7]
  [  8   8   9]
  [111 111 111]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4,"$103
29","IMMERSIVE VIEWING EXPERIENCE: The monitor 24 inch adopts a advanced VA panel technology minimizes light leakage across the entire screen and corners to deliver deeper, more uniform blacks. The excellent 3000:1 contrast ratio delivers deep blacks and bright whites, so you can see clearly in the darkest or brightest scenes.
ULTRA SLIM DESIGN: The KOORUI computer monitor 24 inch with edgeless design to make the picture more complete when multiple monitors connect. A great choice of business display for desktop, or laptop at home.
OPTIMAL COMFORT: Find your best viewing position and stay comfortable by tilting the screen up to 5 degrees forward or 15 degrees backward. 24"" monitor with Blue Light Filter, Adaptive FreeSync technology so you can enjoy ultra-smooth gameplay or working for all-day without any eyes uncomfor
MULTIPLE PORTS: KOORUI monitors provide video interfaces via HDMI and VGA ports. This HDMI monitor is with 60Hz refresh rate (compatible with most normal graphics cards) and FHD 1920x1080p resolution.
KOORUI SERVICES: We owns super strength from monitor quality to premium service, making you assured. With a 3-year warranty, a 12-month replacement service and 24h support. If you find any damage, malfunction or missing accessories, please feel free to contact us."
"[[[246 246 246]
  [163 163 163]
  [143 143 143]
  ...
  [111 111 113]
  [126 126 126]
  [231 231 231]]

 [[160 160 160]
  [ 63  63  63]
  [ 68  68  68]
  ...
  [ 37  37  39]
  [ 25  25  25]
  [117 117 117]]

 [[125 125 125]
  [ 87  87  87]
  [ 92  92  92]
  ...
  [ 50  50  52]
  [ 43  43  43]
  [ 76  76  76]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.4,"$341
14","31.5” 4K UHD (3840x2160) monitor 4ms (GTG) response time with a wide 178° viewing angle complemented by a super narrow bezel design
Adaptive-sync/free Sync technology to eliminate screen tearing and choppy frame rates. Compliance and Standards-Energy Star, CB, J-MOSS, PSE, RoHS, VCCI, WHQL (Windows 10, Windows 8.1, Windows 7), MEPS, RCM, TUV Flicker-free , TUV Low Blue Light, PC recycle
Hdr-10 support to enhance bright and dark area, delivering lifelike viewing experience and Features up to 95% DCI-P3 color coverage provides realistic colors and smoother gradation
Asus Eye Care technology feature TÜV Rhineland-certified flicker-free and blue light filter technologies to minimize eyestrain and an ergonomic tilt to ensure a comfortable viewing experience
Flexible connectivity with DisplayPort, HDMI x2 and stereo 2W speakers providing spacious sound while eliminating the need for external speakers"
"[[[231 231 229]
  [119 119 117]
  [104 103 101]
  ...
  [100  98  99]
  [126 126 126]
  [236 236 236]]

 [[116 115 113]
  [ 10   9   8]
  [ 20  19  17]
  ...
  [ 13  11  12]
  [  4   4   4]
  [115 115 115]]

 [[ 77  76  74]
  [ 26  25  23]
  [ 36  35  33]
  ...
  [ 30  28  29]
  [ 18  18  18]
  [ 74  74  74]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",3.7,"$319
99","22-Inch Full HD 1080p (1920x1080) 16:9 LED Touch Computer Monitor with USB 2.0, DVI-D, and VGA Inputs
With a robust, pressure-sensing Full HD 1080p touchscreen, versatile connections, and dual integrated speakers, the TD2210 is ideal for use in retail, POS, and commercial environments
Modern design with muted black finish, adjustable forward/back tilt, and scratch resistant surface
20M:1 Dynamic Contrast Ratio; Two Built-In Speaker; Physical Dimensions: 20.1” x 14.3” x 9.5” with Stand
Multi-Touch for MacOS: MacOS users can access a full range of touch and gesture controls on external ViewSonic TD touch displays connected to their Apple devices using the vTouch driver"
"[[[207 205 199]
  [163 167 157]
  [174 176 173]
  ...
  [137 142 139]
  [109 111 111]
  [150 150 152]]

 [[155 150 159]
  [ 70  70  73]
  [ 43  41  40]
  ...
  [ 37  34  32]
  [ 29  29  30]
  [ 80  81  83]]

 [[136 135 142]
  [ 35  34  38]
  [ 30  25  22]
  ...
  [  2   0   0]
  [ 40  39  41]
  [104 106 108]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",3.9,"$589
99","FEEL FULLY IMMERSED: Immerse yourself in gaming, movies or design projects while surrounding yourself with the 34 inch ultrawide curved display featuring a 21:9 aspect ratio; Ultra WQHD allows you to experience truly seamless multitasking on just one screen
Viewing Angle is 178° (H) / 178° (V); Aspect Ratio is 21:9
ENHANCED CONCENTRATION & COMFORT: Maximize work productivity and reduce eye strain; 1000R curvature matches the curve of the human field of sight and limits eye strain experienced with flat monitors
1 BILLION COLORS WITH HDR10: With a wide range of colors, near limitless hues and HDR10, which makes dark colors darker and the brightest colors even brighter, content is a joy to look at
CLUTTER FREE SETUP: Ditch the clutter and keep connected; S65UA features a USB Type-C port with 90W charging to power your laptop and transmit data with just one cable, keeping your desktop clean
RELIEVE EYE STRAIN: Intelligent Eye Care keeps eyes fresh and strain-free; For late-night projects, brightness and color temperature adjust in any environment; PC monitor also protects against excessive blue light with eye saver mode and a flicker free feature
UNINTERRUPTED FOCUS: With a virtually borderless design, stay focused on your work with minimum distractions; Or with dual monitors, scan between multiple apps, emails or documents with continuity; Slim metal stand meets aesthetic needs"
"[[[183 183 184]
  [104 104 106]
  [118 118 120]
  ...
  [ 97  97  95]
  [ 79  79  79]
  [150 150 150]]

 [[115 115 117]
  [157 157 160]
  [167 167 169]
  ...
  [  0   0   0]
  [  0   0   0]
  [ 53  53  53]]

 [[119 119 121]
  [200 200 202]
  [211 211 213]
  ...
  [ 15  15  15]
  [  8   8   8]
  [ 58  58  58]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.5,"$1,125
37",Mounting Type:Wall Mountable 100 x 100 mm
"[[[187 188 188]
  [137 129 132]
  [139 140 142]
  ...
  [137 136 137]
  [125 125 126]
  [167 167 167]]

 [[ 97  96  97]
  [ 40  38  40]
  [ 48  53  51]
  ...
  [ 19  14  14]
  [  9   8   9]
  [ 71  72  71]]

 [[ 91  96  97]
  [ 39  45  45]
  [ 45  52  48]
  ...
  [  0   0   0]
  [  0   0   0]
  [ 76  76  76]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4,"$408
39","SUPERIOR PICTURE QUALITY: With 4k monitor, four times more pixel density than FHD, 32 inch Samsung 4K monitor S80A series makes small text easy to read. A vertical monitor that that allows you to enjoy the 4K picture quality however you desire.
Viewing Angle is 178° (H) / 178° (V); Aspect Ratio is 16:9
SLIM DESIGN: The ergonomic stand lets you adjust the height, tilt and swivel to a position that suits your eye level. The slim metal base adds to the clean sophistication, while VESA compatibility makes installation on a wall or mounting arm easy.
VERSATILE CONNECTIVITY: Connect multiple devices at once through not only the HDMI monitor and DP port, but you can also use multi-peripherals without connecting directly to a laptop thanks to the USB ports.
TUV CERTIFIED INTELLIGENT EYE CARE: Eye Saver Mode lowers blue light lets you use the 32 inch 4K monitor safely by reducing eye strain. Flicker-free technology adds further viewing comfort by eliminating flickering at all levels of brightness.
POWERFUL MULTI-TASKING: Picture-by-picture and picture-in-picture features and 32 inch 4k monitor. Choose to connect two different devices to the monitor at their native resolution side by side screen (PBP) or as a second display (PIP)."
"[[[170 175 170]
  [101 106 105]
  [117 115 113]
  ...
  [163 159 158]
  [153 152 153]
  [226 226 226]]

 [[ 64  67  66]
  [ 28  29  34]
  [ 44  39  46]
  ...
  [  8   7   7]
  [ 11  11  11]
  [135 135 135]]

 [[ 71  76  80]
  [ 69  66  75]
  [ 74  78  78]
  ...
  [  2   1   0]
  [ 19  18  18]
  [129 129 129]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.7,"$119
99","23.8"" Full HD (1920 x 1080) Widescreen IPS Monitor with Adaptive-Sync Technology
Refresh Rate: 75Hz | Response Time: 4ms (G to G) | Brightness: 250nits | Pixel Pitch: .275mm
Eco-Friendly: 65% PCR Material, ENERGY STAR, EPEAT Silver and TCO Certified | 2 speakers, 2 watts per speaker
ErgoStand: Tilt, Swivel, Pivot, and Height Adjustment | VESA Mounting Compliant (100 x 100mm)
Ports: 1 x Display Port, 1 x HDMI 1.4 Port, 1 x VGA Port, 1 x Audio Out & 1 x Audio In (HDMI Cable Included)"
"[[[255 255 255]
  [221 220 223]
  [150 149 153]
  ...
  [125 124 124]
  [222 222 222]
  [255 255 255]]

 [[221 221 223]
  [ 98  97 102]
  [ 84  83  88]
  ...
  [ 16  15  16]
  [ 80  80  80]
  [233 233 233]]

 [[147 146 150]
  [ 80  79  84]
  [ 95  94  99]
  ...
  [ 26  24  25]
  [ 13  13  13]
  [166 166 166]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.4,"$79
99","GREAT FOR HOME AND OFFICE: An ideal all-around display for desktop, or laptop
SEE THE DIFFERENCE: Razor-sharp clarity and detail with Full HD (1920x1080p) resolution
ENHANCED VIEWING COMFORT: Flicker-Free technology and Blue Light Filter for all-day comfort
FLEXIBLE CONNECTIVITY: The VA2055SM supports laptops, PCs, Macs, and POS systems with DVI-D, and VGA inputs
INCLUDED IN THE BOX: Monitor, Power Cable, and VGA Cable"
"[[[187 187 187]
  [140 140 140]
  [147 147 147]
  ...
  [131 130 130]
  [157 157 157]
  [248 248 248]]

 [[128 128 128]
  [165 165 165]
  [170 170 170]
  ...
  [  0   0   1]
  [ 10  10  10]
  [194 194 194]]

 [[149 149 149]
  [198 198 198]
  [197 197 197]
  ...
  [  7   8  10]
  [ 10  10  10]
  [183 183 183]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.6,"$396
99","34"" UltraWide 21:9 WQHD (3440 x 1440) IPS HDR Display
Viewing Angle (L/R) (CR>=10) is 178°/178°; Brightness(Typ) is 300cd/m²; Aspect Ratio is 21:9
Ergo Stand (Extend/Retract/Swivel/Height/Pivot/Tilt)
3-Side Virtually Borderless Design
AMD FreeSync Compatible. Dimensions Without Stand (WxHxD)-32.2 x 14.4 x 1.8 inches
sRGB 99% Color Gamut / HDR 10"
